id,asn_dn,brand,country,delivered_to_client_date,delivery_recorded_date,dosage,dosage_form,first_line_designation,freight_cost,fulfill_via,item_description,line_item_insurance,line_item_quantity,line_item_value,managed_by,manufacturing_site,molecule_test_type,pack_price,po_sent_to_vendor_date,po_so,pq,pq_first_sent_to_client_date,product_group,project_code,scheduled_delivery_date,shipment_mode,sub_classification,unit_of_measure,unit_price,vendor,vendor_inco_term,weight
30237,ASN-20242,Generic,Uganda,15-Jul-13,15-Jul-13,MIssing,Test kit - Ancillary,No,See ASN-20242 (ID#:29951),Direct Drop,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",5.34,864,4320.0,PMO - US,"Alere Medical Co., Ltd.","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",5.0,05-09-13,SCMS-188330,FPQ-12154,4/23/13,HRDT,114-UG-T30,15-Jul-13,Air,HIV test - Ancillary,100,0.05,"Orgenics, Ltd",EXW,See ASN-20242 (ID#:29951)
85975,DN-3213,Generic,Mozambique,26-Jul-13,26-Jul-13,300mg,Tablet,Yes,5496.08,From RDC,"Zidovudine 300mg, tablets, 60 Tabs",42.18,5320,34101.2,PMO - US,"Aurobindo Unit III, India",Zidovudine,6.41,N/A - From RDC,SO-43810,FPQ-11033,11-12-12,ARV,111-MZ-T30,31-Jul-13,Truck,Adult,60,0.11,SCMS from RDC,N/A - From RDC,273
45540,ASN-27101,Generic,Vietnam,18-Aug-14,25-Aug-14,150/300/200mg,Tablet - FDC,Yes,3251.35,Direct Drop,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",100.75,12100,98010.0,PMO - US,Mylan (formerly Matrix) Nashik,Lamivudine/Nevirapine/Zidovudine,8.1,03-10-14,SCMS-226210,FPQ-13524,02-06-14,ARV,108-VN-T30,18-Aug-14,Air,Adult,60,0.13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,1685
26917,ASN-9295,Colloidal Gold,Ethiopia,13-Jan-11,13-Jan-11,MIssing,Test kit,Yes,6161.42,Direct Drop,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",37.57,990,22770.0,PMO - US,"KHB Test Kit Facility, Shanghai China","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",23.0,11/24/10,SCMS-92100,FPQ-6608,11-09-10,HRDT,117-ET-T30,13-Jan-11,Air,HIV test,1,23.0,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",EXW,718
84920,DN-3655,Generic,CÃte dIvoire,01-May-14,11-Jun-14,600/300mg,Tablet - FDC,No,See DN-3655 (ID#:83237),From RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",45.74,3291,44494.32,PMO - US,"Aurobindo Unit III, India",Abacavir/Lamivudine,13.52,N/A - From RDC,SO-47130,FPQ-13142,10/22/13,ARV,104-CI-T30,21-Apr-14,Truck,Adult,30,0.45,SCMS from RDC,N/A - From RDC,See DN-3655 (ID#:83237)
1637,ASN-3465,Stat-Pak,CÃte dIvoire,04-Mar-09,04-Mar-09,MIssing,Test kit,Yes,1104.69,Direct Drop,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",15.29,289,7803.0,PMO - US,Chembio Diagnostics Sys. Inc.,"HIV 1/2, Stat-Pak HIV, Kit",27.0,2/27/08,SCMS-18320,Pre-PQ Process,Pre-PQ Process,HRDT,104-CI-T01,04-Mar-09,Air,HIV test,20,1.35,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",EXW,79
60702,ASN-30880,Stat-Pak,CÃte dIvoire,09-Apr-15,10-Apr-15,MIssing,Test kit,Yes,9253.44,Direct Drop,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",87.57,2400,74400.0,PMO - US,Chembio Diagnostics Sys. Inc.,"HIV 1/2, Stat-Pak HIV, Kit",31.0,2/20/15,SCMS-272180,FPQ-15618,12/17/14,HRDT,104-CI-T30,09-Apr-15,Air,HIV test,20,1.55,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",EXW,678
76063,ASN-20515,Generic,Haiti,14-Aug-13,14-Aug-13,30/60mg,Tablet - FDC,Yes,2010.69,Direct Drop,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",8.29,3192,6703.2,PMO - US,Mylan (formerly Matrix) Nashik,Lamivudine/Zidovudine,2.1,3/22/13,SCMS-180980,FPQ-11443,02-07-13,ARV,106-HT-T30,14-Aug-13,Air,Pediatric,60,0.04,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,157
74343,ASN-28571,Uni-Gold,Ethiopia,17-Nov-14,18-Nov-14,MIssing,Test kit,Yes,1442.44,Direct Drop,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",17.76,540,17280.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,6/18/14,SCMS-244840,FPQ-14357,06-03-14,HRDT,117-ET-T30,17-Nov-14,Air,HIV test,20,1.6,"Trinity Biotech, Plc",EXW,165
41092,ASN-17354,Generic,CÃte dIvoire,31-Dec-12,31-Dec-12,60/30mg,Tablet - FDC,Yes,3845.67,Direct Drop,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",46.61,7228,33248.8,PMO - US,"Aurobindo Unit III, India",Abacavir/Lamivudine,4.6,06-06-12,SCMS-147690,FPQ-9756,4/23/12,ARV,104-CI-T30,31-Dec-12,Air,Pediatric,60,0.08,Aurobindo Pharma Limited,EXW,338
11327,DN-1250,Generic,Zambia,15-Jun-09,15-Jun-09,150/200/30mg,Tablet - FDC,No,See DN-1250 (ID#:10774),From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1325.74,95000,676400.0,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.12,N/A - From RDC,SO-30300,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,15-Jun-09,Truck,Adult,60,0.12,SCMS from RDC,N/A - From RDC,See DN-1250 (ID#:10774)
83210,DN-3549,Generic,Zimbabwe,11-Feb-14,04-Mar-14,200mg,Tablet,Yes,1200,From RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",3.06,266,2473.8,PMO - US,"Strides, Bangalore, India.",Efavirenz,9.3,N/A - From RDC,SO-45123,FPQ-12086,4/19/13,ARV,103-ZW-T30,31-Mar-14,Truck,Pediatric,90,0.1,SCMS from RDC,N/A - From RDC,17
85289,DN-2773,Generic,Nigeria,24-Jul-12,24-Jul-12,200mg,Tablet,No,See DN-2773 (ID#:83608),From RDC,"Nevirapine 200mg, tablets, 60 Tabs",42.78,12156,30511.56,PMO - US,Hetero Unit III Hyderabad IN,Nevirapine,2.51,N/A - From RDC,SO-42806,FPQ-9432,03-01-12,ARV,151-NG-T30,02-Aug-12,Air Charter,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-2773 (ID#:83608)
46127,ASN-11548,Generic,Rwanda,17-Oct-11,17-Oct-11,200mg,Tablet,Yes,82095.85,Direct Drop,"Nevirapine 200mg, tablets, 60 Tabs",1241.27,236925,575727.75,PMO - US,Hetero Unit III Hyderabad IN,Nevirapine,2.43,9/28/10,SCMS-84990,FPQ-6341,09-03-10,ARV,107-RW-T30,17-Oct-11,Ocean,Adult,60,0.04,HETERO LABS LIMITED,EXW,13622
75879,ASN-12025,Bioline,Tanzania,30-Sep-11,30-Sep-11,MIssing,Test kit,Yes,45032.55,Direct Drop,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",330,10000,200000.0,PMO - US,"Standard Diagnostics, Korea","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",20.0,7/18/11,SCMS-114980,FPQ-7909,6/24/11,HRDT,109-TZ-T30,29-Sep-11,Air,HIV test,25,0.8,"Standard Diagnostics, Inc.",EXW,3334
84398,DN-3828,Generic,Mozambique,05-Nov-14,07-Nov-14,150/30mg,Tablet - FDC,No,See DN-3828 (ID#:82713),From RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",13.39,5232,13027.68,PMO - US,"Strides, Bangalore, India.",Lamivudine/Stavudine,2.49,N/A - From RDC,SO-47080,FPQ-13123,10/21/13,ARV,111-MZ-T30,29-Aug-14,Truck,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-3828 (ID#:82713)
73122,ASN-32420,Isentress,Mozambique,09-Jun-15,16-Jul-15,400mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",6.53,100,5550.0,PMO - US,"MSD, Haarlem, NL",Raltegravir,55.5,12/19/14,SCMS-270120,FPQ-15221,10/28/14,ARV,111-MZ-T30,09-Jun-15,Air,Adult,60,0.92,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),CIP,Weight Captured Separately
11156,DN-297,Generic,Uganda,17-Oct-07,17-Oct-07,30mg,Capsule,Yes,632.6,From RDC,"Stavudine 30mg, capsules, 60 Caps",0.72,294,446.88,PMO - US,"Strides, Bangalore, India.",Stavudine,1.52,N/A - From RDC,SO-896,Pre-PQ Process,Pre-PQ Process,ARV,114-UG-T01,17-Oct-07,MIssing,Adult,60,0.03,SCMS from RDC,N/A - From RDC,14
11048,DN-1244,Generic,Nigeria,16-Jun-09,16-Jun-09,150/200/30mg,Tablet - FDC,Yes,7329.83,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",76.92,5512,39245.44,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.12,N/A - From RDC,SO-21050,Pre-PQ Process,Pre-PQ Process,ARV,112-NG-T01,16-Jun-09,Air Charter,Adult,60,0.12,SCMS from RDC,N/A - From RDC,1165
83178,DN-3386,Aluvia,Uganda,22-Nov-13,20-Jan-14,200/50mg,Tablet,Yes,5856.65,From RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",219.11,8760,177127.2,PMO - US,ABBVIE Ludwigshafen Germany,Lopinavir/Ritonavir,20.22,N/A - From RDC,SO-45590,FPQ-12255,05-08-13,ARV,114-UG-T30,15-Nov-13,Truck,Adult,120,0.17,SCMS from RDC,N/A - From RDC,1798
29968,ASN-8406,Bioline,Rwanda,20-Oct-10,20-Oct-10,MIssing,Test kit,Yes,8823.41,Direct Drop,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",87.96,1700,40800.0,PMO - US,"Standard Diagnostics, Korea","HIV 1/2, Bioline 3.0 Kit (no accessories)",24.0,9/21/10,SCMS-86430,FPQ-6417,9/20/10,HRDT,107-RW-T30,20-Oct-10,Air,HIV test,30,0.8,"Standard Diagnostics, Inc.",EXW,604
11115,DN-152,Generic,Mozambique,08-Jun-07,08-Jun-07,300mg,Tablet,Yes,Freight Included in Commodity Cost,From RDC,"Abacavir 300mg, tablets, 60 Tabs",MIssing,4444,159095.2,PMO - US,"Aurobindo Unit III, India",Abacavir,35.8,N/A - From RDC,SO-500,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,08-Jun-07,Air,Adult,60,0.6,SCMS from RDC,N/A - From RDC,633
83862,DN-4032,Generic,Mozambique,02-Mar-15,09-Mar-15,200/50mg,Tablet,No,See DN-4032 (ID#:82757),From RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",597.64,29998,581361.24,PMO - US,Mylan (formerly Matrix) Nashik,Lopinavir/Ritonavir,19.38,N/A - From RDC,SO-48880,FPQ-14226,05-02-14,ARV,111-MZ-T30,02-Mar-15,Truck,Adult,120,0.16,SCMS from RDC,N/A - From RDC,See DN-4032 (ID#:82757)
85928,DN-2987,Generic,Zambia,19-Feb-13,19-Feb-13,20mg/ml,Oral solution,Yes,6923.53,From RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",61.78,3648,44067.84,PMO - US,"Aurobindo Unit III, India",Abacavir,12.08,N/A - From RDC,SO-43440,FPQ-10728,10-05-12,ARV,110-ZM-T30,19-Feb-13,Truck,Pediatric,240,0.05,SCMS from RDC,N/A - From RDC,974
11765,DN-319,Generic,Zambia,29-Aug-07,29-Aug-07,20mg,Capsule,Yes,5663,From RDC,"Stavudine 20mg, capsules, 60 Caps",3.13,1119,1958.25,PMO - US,"Aurobindo Unit III, India",Stavudine,1.75,N/A - From RDC,SO-908,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,29-Aug-07,Air,Adult,60,0.03,SCMS from RDC,N/A - From RDC,1581
33544,ASN-21340,Norvir,Mozambique,30-Sep-13,30-Sep-13,100mg,Tablet,Yes,851.62,Direct Drop,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",1.42,168,1150.8,PMO - US,ABBVIE Ludwigshafen Germany,Ritonavir,6.85,4/25/13,SCMS-187130,FPQ-11923,4/19/13,ARV,111-MZ-T30,30-Sep-13,Air,Adult,60,0.11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),FCA,23
84045,DN-2019,Generic,Zimbabwe,04-Oct-10,04-Oct-10,150/200/30mg,Tablet - FDC,No,See DN-2019 (ID#:82919),From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1384.87,112100,642333.0,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,5.73,N/A - From RDC,SO-35380,FPQ-4694,12-08-09,ARV,113-ZW-T30,30-Sep-10,Truck,Adult,60,0.1,SCMS from RDC,N/A - From RDC,See DN-2019 (ID#:82919)
11595,DN-1116,Generic,Zambia,17-Mar-09,17-Mar-09,600mg,Tablet,Yes,14041.17,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",2156,100000,1100000.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,11.0,N/A - From RDC,SO-17600,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,17-Mar-09,Air,Adult,30,0.37,SCMS from RDC,N/A - From RDC,8645
6403,ASN-3770,Epivir,South Africa,18-Mar-09,18-Mar-09,10mg/ml,Oral solution,Yes,Freight Included in Commodity Cost,Direct Drop,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",0.47,44,237.6,PMO - US,GSK Mississauga (Canada),Lamivudine,5.4,Date Not Captured,SCMS-41170,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,18-Mar-09,Air,Pediatric,240,0.02,S. BUYS WHOLESALER,DDP,Weight Captured Separately
79271,ASN-27975,Generic,South Africa,27-Aug-14,27-Aug-14,150mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Lamivudine 150mg, tablets, 60 Tabs",0.01,1,9.85,PMO - US,Hetero Unit III Hyderabad IN,Lamivudine,9.85,8/27/14,SCMS-199283,FPQ-12522,07-11-13,ARV,116-ZA-T30,27-Aug-14,Truck,Adult,60,0.16,S. BUYS WHOLESALER,DDP,Weight Captured Separately
11278,DN-1010,Generic,Nigeria,26-Nov-08,26-Nov-08,150/300mg,Tablet - FDC,Yes,8504.72,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",214.28,11569,109327.05,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,9.45,N/A - From RDC,SO-17680,Pre-PQ Process,Pre-PQ Process,ARV,123-NG-T01,26-Nov-08,Air,Adult,60,0.16,SCMS from RDC,N/A - From RDC,1072
10633,DN-426,Generic,Mozambique,29-Nov-07,29-Nov-07,150/300mg,Tablet - FDC,Yes,10879.28,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",152.67,10044,95418.0,PMO - US,"Cipla, Goa, India",Lamivudine/Zidovudine,9.5,N/A - From RDC,SO-1038,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,29-Nov-07,Air,Adult,60,0.16,SCMS from RDC,N/A - From RDC,7341
83806,DN-3748,Generic,Rwanda,12-Jun-14,10-Jul-14,10mg/ml,Oral solution,Yes,2342.16,From RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1.16,507,937.95,PMO - US,"Aurobindo Unit III, India",Lamivudine,1.85,N/A - From RDC,SO-45402,FPQ-12190,05-06-13,ARV,107-RW-T30,30-Jun-14,Truck,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,185
12201,DN-678,Uni-Gold,Botswana,25-Mar-08,25-Mar-08,MIssing,Test kit,No,See DN-678 (ID#:12199),From RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",51.2,1000,32000.0,PMO - US,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",32.0,N/A - From RDC,SO-2041,Pre-PQ Process,Pre-PQ Process,HRDT,102-BW-T01,25-Mar-08,Truck,HIV test,20,1.6,SCMS from RDC,N/A - From RDC,See DN-678 (ID#:12199)
84603,DN-2054,Generic,Zambia,25-Nov-10,25-Nov-10,150/200/30mg,Tablet - FDC,No,See DN-2054 (ID#:83465),From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",42.77,3653,19835.79,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,5.43,N/A - From RDC,SO-37320,FPQ-6221,8/20/10,ARV,110-ZM-T30,31-Dec-10,Truck,Adult,60,0.09,SCMS from RDC,N/A - From RDC,See DN-2054 (ID#:83465)
38843,ASN-33569,Determine,Cameroon,11-Aug-15,11-Aug-15,MIssing,Test kit,Yes,Invoiced Separately,Direct Drop,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",11.3,120,9600.0,PMO - US,"Alere Medical Co., Ltd.","HIV 1/2, Determine Complete HIV Kit",80.0,6/25/15,SCMS-291910,FPQ-16474,06-09-15,HRDT,103-CM-T30,11-Aug-15,Air,HIV test,100,0.8,"Orgenics, Ltd",EXW,Weight Captured Separately
12222,DN-872,Generic,Nigeria,18-Aug-08,18-Aug-08,150mg,Tablet,Yes,1020.98,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",6.03,1300,3770.0,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.9,N/A - From RDC,SO-10800,Pre-PQ Process,Pre-PQ Process,ARV,126-NG-T01,18-Aug-08,Air,Adult,60,0.05,SCMS from RDC,N/A - From RDC,65
86774,DN-4107,Generic,"Congo, DRC",14-Apr-15,14-Apr-15,600/300/300mg,Tablet - FDC,Yes,61201.46,From RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",554.84,55300,539728.0,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,9.76,N/A - From RDC,SO-49311,FPQ-14576,7/14/14,ARV,101-CD-T30,14-Apr-15,Air,Adult,30,0.33,SCMS from RDC,N/A - From RDC,6247
58173,ASN-33470,Generic,South Africa,24-Jul-15,24-Jul-15,600mg,Tablet,No,Freight Included in Commodity Cost,Direct Drop,"Efavirenz 600mg, tablets, 30 Tabs",0.58,47,568.37,PMO - US,"Aurobindo Unit III, India",Efavirenz,12.09,10-09-14,SCMS-259078,FPQ-14942,09-11-14,ARV,116-ZA-T30,24-Jul-15,Truck,Adult,30,0.4,PHARMACY DIRECT,DDP,Weight Captured Separately
12571,DN-1203,Generic,Nigeria,08-May-09,08-May-09,150/300mg,Tablet - FDC,Yes,15128.37,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",183.26,10000,93500.0,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,9.35,N/A - From RDC,SO-23431,Pre-PQ Process,Pre-PQ Process,ARV,123-NG-T01,08-May-09,Air Charter,Adult,60,0.16,SCMS from RDC,N/A - From RDC,905
83382,DN-1550,Generic,Uganda,25-Nov-09,25-Nov-09,300/300mg,Tablet - FDC,Yes,5254.17,From RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",73.7,3760,37600.0,PMO - US,Mylan (formerly Matrix) Nashik,Lamivudine/Tenofovir Disoproxil Fumarate,10.0,N/A - From RDC,SO-34610,FPQ-4470,8/17/09,ARV,114-UG-T30,30-Nov-09,Air,Adult,30,0.33,SCMS from RDC,N/A - From RDC,315
11617,DN-986,Generic,Uganda,09-Jan-09,09-Jan-09,600mg,Tablet,No,See DN-986 (ID#:10748),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",31.13,1444,15884.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,11.0,N/A - From RDC,SO-17870,Pre-PQ Process,Pre-PQ Process,ARV,114-UG-T01,09-Jan-09,Air,Adult,30,0.37,SCMS from RDC,N/A - From RDC,See DN-986 (ID#:10748)
86504,DN-2790,Generic,Ethiopia,30-Aug-12,30-Aug-12,10mg/ml,Oral suspension,Yes,33216.14,From RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",82.02,30000,58500.0,PMO - US,"Aurobindo Unit III, India",Nevirapine,1.95,N/A - From RDC,SO-42910,FPQ-10308,7/23/12,ARV,117-ET-T30,30-Aug-12,Air,Pediatric,240,0.01,SCMS from RDC,N/A - From RDC,11101
10651,DN-601,Generic,Mozambique,05-Apr-08,05-Apr-08,30mg,Capsule,Yes,8118.64,From RDC,"Stavudine 30mg, capsules, 60 Caps",0.29,120,182.4,PMO - US,"Aurobindo Unit III, India",Stavudine,1.52,N/A - From RDC,SO-1039,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,08-Apr-08,Air,Adult,60,0.03,SCMS from RDC,N/A - From RDC,5092
85123,DN-1858,Generic,Uganda,15-Jun-10,15-Jun-10,200mg,Tablet,Yes,3661.42,From RDC,"Nevirapine 200mg, tablets, 60 Tabs",14.71,2500,6825.0,PMO - US,"Strides, Bangalore, India.",Nevirapine,2.73,N/A - From RDC,SO-36132,FPQ-5239,03-02-10,ARV,114-UG-T30,30-Jun-10,Air,Adult,60,0.05,SCMS from RDC,N/A - From RDC,132
86684,DN-3716,Generic,Guyana,04-Jun-14,18-Jul-14,200mg,Tablet,Yes,908.65,From RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",0.72,75,697.5,PMO - US,"Strides, Bangalore, India.",Efavirenz,9.3,N/A - From RDC,SO-47721,FPQ-13567,1/16/14,ARV,105-GY-T30,30-May-14,Air,Pediatric,90,0.1,SCMS from RDC,N/A - From RDC,5
11525,DN-559,Generic,Tanzania,25-Feb-08,25-Feb-08,600mg,Tablet,No,See DN-559 (ID#:10940),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",397.44,20000,248400.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,12.42,N/A - From RDC,SO-1648,Pre-PQ Process,Pre-PQ Process,ARV,109-TZ-T01,25-Feb-08,Air,Adult,30,0.41,SCMS from RDC,N/A - From RDC,See DN-559 (ID#:10940)
82453,DN-2558,Generic,Tanzania,14-Feb-12,14-Feb-12,300mg,Tablet,Yes,7651.59,From RDC,"Zidovudine 300mg, tablets, 60 Tabs",1737.45,150000,1053000.0,PMO - US,"Aurobindo Unit III, India",Zidovudine,7.02,N/A - From RDC,SO-40613,FPQ-8297,8/22/11,ARV,109-TZ-T30,06-Apr-12,Truck,Adult,60,0.12,SCMS from RDC,N/A - From RDC,10142
83183,DN-3420,Generic,CÃte dIvoire,02-Dec-13,20-Dec-13,150mg,Tablet,Yes,1556.99,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",4.69,1700,3791.0,PMO - US,"Strides, Bangalore, India.",Lamivudine,2.23,N/A - From RDC,SO-46410,FPQ-12800,08-09-13,ARV,104-CI-T30,28-Nov-13,Truck,Adult,60,0.04,SCMS from RDC,N/A - From RDC,75
85528,DN-3927,Generic,"Congo, DRC",27-Oct-14,12-Nov-14,200mg,Tablet,No,See DN-3927 (ID#:83845),From RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",6.81,710,6624.3,PMO - US,"Strides, Bangalore, India.",Efavirenz,9.33,N/A - From RDC,SO-49300,FPQ-14576,7/14/14,ARV,101-CD-T30,30-Oct-14,Air,Pediatric,90,0.1,SCMS from RDC,N/A - From RDC,See DN-3927 (ID#:83845)
85728,DN-2072,Generic,Zambia,10-Dec-10,10-Dec-10,200mg,Tablet,No,See DN-2072 (ID#:83472),From RDC,"Nevirapine 200mg, tablets, 60 Tabs",57.35,10000,26600.0,PMO - US,Hetero Unit III Hyderabad IN,Nevirapine,2.66,N/A - From RDC,SO-37340,FPQ-6221,8/20/10,ARV,110-ZM-T30,15-Nov-10,Truck,Adult,60,0.04,SCMS from RDC,N/A - From RDC,See DN-2072 (ID#:83472)
38273,ASN-13302,Generic,South Africa,27-Jan-12,27-Jan-12,200mg,Tablet,Yes,4957.81,Direct Drop,"Nevirapine 200mg, tablets, 60 Tabs",434.3,96770,263214.4,PMO - US,"Cipla, Goa, India",Nevirapine,2.72,3/28/11,SCMS-104100,FPQ-7175,03-10-11,ARV,161-ZA-T30,12-Jan-12,Ocean,Adult,60,0.05,CIPLA LIMITED,DDP,10536
26965,ASN-29012,Norvir,Uganda,08-Nov-14,12-Nov-14,100mg,Tablet,Yes,800,Direct Drop,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",4.08,579,3966.15,PMO - US,ABBVIE Ludwigshafen Germany,Ritonavir,6.85,6/23/14,SCMS-244370,FPQ-14325,5/26/14,ARV,114-UG-T30,08-Nov-14,Air,Adult,60,0.11,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),FCA,83
84867,DN-3374,Generic,Nigeria,21-Oct-13,29-Oct-13,300mg,Tablet,Yes,20225.07,From RDC,"Zidovudine 300mg, tablets, 60 Tabs",26.14,4068,25425.0,PMO - US,"Aurobindo Unit III, India",Zidovudine,6.25,N/A - From RDC,SO-46780,FPQ-13091,10-10-13,ARV,151-NG-T30,07-Nov-13,Air Charter,Adult,60,0.1,SCMS from RDC,N/A - From RDC,268
83163,DN-3338,Generic,Mozambique,31-Oct-13,12-Nov-13,600/300/300mg,Tablet - FDC,Yes,5902.4,From RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",210.28,15246,169992.9,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,11.15,N/A - From RDC,SO-43775,FPQ-11033,11-12-12,ARV,111-MZ-T30,31-Oct-13,Truck,Adult,30,0.37,SCMS from RDC,N/A - From RDC,Weight Captured Separately
60779,ASN-10127,Generic,South Africa,26-Apr-11,26-Apr-11,150mg,Tablet,No,See ASN-10127 (ID#:17949),Direct Drop,"Lamivudine 150mg, tablets, 60 Tabs",429.95,84143,199418.91,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.37,9/24/10,SCMS-83770,FPQ-6262,8/31/10,ARV,161-ZA-T30,26-Apr-11,Ocean,Adult,60,0.04,Aurobindo Pharma Limited,DDP,See ASN-10127 (ID#:17949)
51496,ASN-32670,Generic,Senegal,23-Jun-15,23-Jun-15,300mg,Tablet,Yes,Invoiced Separately,Direct Drop,"Lamivudine 300mg, tablets, 30 Tabs",0.24,100,200.0,PMO - US,Hetero Unit III Hyderabad IN,Lamivudine,2.0,05-08-15,SCMS-286880,FPQ-15907,2/19/15,ARV,A02-SN-T50,23-Jun-15,Air,Adult,30,0.07,HETERO LABS LIMITED,EXW,Weight Captured Separately
